Time,Voltage,Total PDP
13:36.8,11.09,43.63
13:36.8,11.6,43.63
13:36.8,11.21,43.63
13:36.9,11.16,43.63
13:36.9,11.26,64.06
13:36.9,11.2,64.06
13:36.9,11.21,64.06
13:36.9,11.16,64.06
13:37.0,11.16,69.25
13:37.0,11.27,69.25
13:37.0,11.44,69.25
13:37.0,11.5,69.25
13:37.0,11.59,60.25
13:37.1,11.63,60.25
13:37.1,11.83,60.25
13:37.1,11.88,60.25
13:37.1,12.04,60.25
13:37.1,11.89,43.31
13:37.2,12.02,43.31
13:37.2,11.93,43.31
13:37.2,11.01,43.31
13:37.2,11.73,17.88
13:37.2,12.23,17.88
13:37.3,12.26,17.88
13:37.3,12.21,17.88
13:37.3,12.21,14.94
13:37.3,12.21,14.94
13:37.3,12.21,14.94
13:37.4,12.21,14.94
13:37.4,12.19,10.69
13:37.4,12.2,10.69
13:37.4,12.19,7.06
13:37.4,12.18,7.06
13:37.5,12.3,7.06
13:37.5,12.38,7.06
13:37.5,12.31,8.81
13:37.5,12.14,8.81
13:37.5,12.11,8.81
13:37.6,12.06,8.81
13:37.6,12.05,10.13
13:37.6,12.09,10.13
13:37.6,12.1,10.13
13:37.6,12.12,10.13
13:37.7,12.11,10.13
13:37.7,12.21,13.25
13:37.7,12.23,13.25
13:37.7,12.23,13.25
13:37.7,12.27,13.25
13:37.8,12.34,11.06
13:37.8,12.35,11.06
13:37.8,12.36,11.06
13:37.8,12.34,11.06
13:37.8,12.36,3.31
13:37.9,12.32,3.31
13:37.9,12.34,3.31
13:37.9,12.34,3.31
13:37.9,12.29,3.25
13:37.9,11.95,3.25
13:38.0,11.85,3.25
13:38.0,10.67,3.25
13:38.0,11.95,3.25
13:38.0,12.33,3.88
13:38.0,11.69,3.88
13:38.1,11.11,3.88
13:38.1,10.82,3.88
13:38.1,10.59,57.31
13:38.1,10.5,57.31
13:38.1,10.79,57.31
13:38.2,11.18,57.31
13:38.2,11.02,67.63
13:38.2,11.83,67.63
13:38.2,10.43,67.63
13:38.2,12.24,67.63
13:38.3,12.53,71.88
13:38.3,12.45,71.88
13:38.3,12.36,57.75
13:38.3,12.32,57.75
13:38.3,12.29,46
13:38.4,12.26,46
13:38.4,12.11,2.44
13:38.4,11.62,2.44
13:38.4,11.25,2.44
13:38.4,11.02,2.44
13:38.5,10.99,19.25
13:38.5,10.73,19.25
13:38.5,10.93,19.25
13:38.5,11.01,19.25
13:38.5,11.08,19.25
13:38.6,11.26,78.69
13:38.6,11.31,78.69
13:38.6,11.68,78.69
13:38.6,12.22,78.69
13:38.6,12.34,58.75
13:38.7,12.39,58.75
13:38.7,12.4,58.75
13:38.7,12.31,58.75
13:38.7,12.26,4.75
13:38.7,12.28,4.75
13:38.8,12.29,4.75
13:38.8,12.27,4.75
13:38.8,12.27,3.25
13:38.8,12.24,3.25
13:38.8,12.26,3.25
13:38.9,12.32,3.25
13:38.9,12.32,3.56
13:38.9,12.16,3.56
13:38.9,12.16,3.56
13:38.9,12.26,3.56
13:39.0,12.3,2.69
13:39.0,12.3,2.69
13:39.0,12.32,2.69
13:39.0,12.34,2.69
13:39.0,12.32,2.69
13:39.1,12.32,4.25
13:39.1,12.3,4.25
13:39.1,12.32,4.25
13:39.1,12.34,4.25
13:39.1,12.33,2.38
13:39.2,12.34,2.38
13:39.2,12.35,2.38
13:39.2,12.34,2.38
13:39.2,12.34,2.44
13:39.2,12.33,2.44
13:39.3,12.34,2.44
13:39.3,12.36,2.44
13:39.3,12.36,2.56
13:39.3,12.36,2.56
13:39.3,12.36,2.69
13:39.4,12.36,2.69
13:39.4,12.37,2.69
13:39.4,12.37,2.69
13:39.4,12.38,2.63
13:39.4,12.38,2.63
13:39.5,12.37,2.63
13:39.5,12.36,2.63
13:39.5,12.36,2.63
13:39.5,12.35,2.5
13:39.5,12.36,2.5
13:39.6,12.36,2.5
13:39.6,12.37,2.5
13:39.6,12.36,2.63
13:39.6,12.36,2.63
13:39.6,12.36,2.63
13:39.7,12.37,2.63
13:39.7,12.38,2.63
13:39.7,12.38,2.63
13:39.7,12.38,2.63
13:39.7,12.38,2.63
13:39.8,12.37,2.56
13:39.8,12.38,2.56
13:39.8,12.38,2.56
13:39.8,11.59,2.56
13:39.8,9.53,2.5
13:39.9,11.52,2.5
13:39.9,12.18,2.5
13:39.9,12.28,2.5
13:39.9,12.19,105.44
13:39.9,12.17,105.44
13:40.0,12.21,105.44
13:40.0,12.32,105.44
13:40.0,12.32,105.44
13:40.0,12.34,10.44
13:40.0,12.33,10.44
13:40.1,12.35,10.44
13:40.1,12.37,10.44
13:40.1,12.37,2.94
13:40.1,12.36,2.94
13:40.1,12.36,2.94
13:40.2,12.38,2.94
13:40.2,12.36,2.44
13:40.2,12.38,2.44
13:40.2,12.38,2.44
13:40.2,12.38,2.44
13:40.3,12.38,2.5
13:40.3,12.38,2.5
13:40.3,12.29,2.5
13:40.3,11.99,2.5
13:40.3,12.14,2.5
13:40.4,12.23,2.5
13:40.4,12.26,29.25
13:40.4,12.29,29.25
13:40.4,12.3,29.25
13:40.4,12.31,29.25
13:40.5,12.34,6
13:40.5,12.34,6
13:40.5,12.34,6
13:40.5,12.35,6
13:40.5,12.34,6
13:40.6,12.35,3.94
13:40.6,12.35,3.94
13:40.6,12.36,3.94
13:40.6,12.35,3.94
13:40.6,12.34,3.94
13:40.7,12.32,3.94
13:40.7,12.32,3.94
13:40.7,12.36,3.94
13:40.7,12.38,4
13:40.7,12.38,4
13:40.8,12.38,4
13:40.8,12.38,4
13:40.8,12.38,2.63
13:40.8,12.37,2.63
13:40.8,11.78,2.63
13:40.9,11.93,2.63
13:40.9,12.02,2.63
13:40.9,12.11,2.75
13:40.9,10.93,2.75
13:40.9,9.76,2.75
13:41.0,11.83,2.75
13:41.0,12.31,20.63
13:41.0,12.12,20.63
13:41.0,11.58,20.63
13:41.0,11.39,20.63
13:41.1,11.14,92.75
13:41.1,11.11,92.75
13:41.1,11.23,92.75
13:41.1,11.39,92.75
13:41.1,11.39,50.06
13:41.2,11.11,50.06
13:41.2,10.72,50.06
13:41.2,10.97,47.13
13:41.2,11.2,47.13
13:41.2,11.25,47.13
13:41.3,10.8,47.13
13:41.3,10.52,83.5
13:41.3,10.13,83.5
13:41.3,9.95,83.5
13:41.3,10.04,83.5
13:41.4,10.06,87.69
13:41.4,10.23,87.69
13:41.4,10.25,87.69
13:41.4,10.23,87.69
13:41.4,10.2,87.69
13:41.5,10.12,119.38
13:41.5,10.33,119.38
13:41.5,10.52,119.38
13:41.5,10.36,119.38
13:41.5,10.32,111.13
13:41.6,10.25,111.13
13:41.6,10.41,111.13
13:41.6,10.84,92.5
13:41.6,11.49,92.5
13:41.6,11.68,92.5
13:41.7,11.68,92.5
13:41.7,11.52,92.5
13:41.7,11.46,88.75
13:41.7,11.09,88.75
13:41.7,10.71,41.88
13:41.8,11.06,41.88
13:41.8,11.09,41.88
13:41.8,11.04,41.88
13:41.8,11.13,41.88
13:41.8,11.01,84.56
13:41.9,10.94,84.56
13:41.9,11.03,84.56
13:41.9,11.15,84.56
13:41.9,11.25,84.56
13:41.9,11.34,70.5
13:42.0,11.3,70.5
13:42.0,11.23,70.5
13:42.0,11.23,70.5
13:42.0,11.34,53.38
13:42.0,11.47,53.38
13:42.1,11.45,53.38
13:42.1,11.47,53.38
13:42.1,10.55,47.13
13:42.1,10.33,47.13
13:42.1,10.99,40.56
13:42.2,11.28,40.56
13:42.2,11.38,40.56
13:42.2,11.5,40.56
13:42.2,11.66,61.06
13:42.2,11.81,61.06
13:42.3,11.97,61.06
13:42.3,12,61.06
13:42.3,12.05,61.06
13:42.3,11.77,26.75
13:42.3,11.58,26.75
13:42.4,11.82,26.75
13:42.4,11.91,26.75
13:42.4,12.14,14.19
13:42.4,11.86,14.19
13:42.4,11.79,14.19
13:42.5,11.82,14.19
13:42.5,11.79,13.81
13:42.5,11.87,13.81
13:42.5,11.73,13.81
13:42.5,11.55,13.81
13:42.6,11.54,29.88
13:42.6,11.6,29.88
13:42.6,11.75,29.88
13:42.6,11.75,29.88
13:42.6,11.79,40.81
13:42.7,11.8,40.81
13:42.7,11.83,40.81
13:42.7,11.93,40.81
13:42.7,11.92,40.81
13:42.7,11.57,24.88
13:42.8,11.39,24.88
13:42.8,11.54,24.88
13:42.8,11.66,24.88
13:42.8,11.7,19.13
13:42.8,11.46,19.13
13:42.9,11.38,19.13
13:42.9,11.54,19.13
13:42.9,11.59,31.69
13:42.9,11.45,31.69
13:42.9,11.26,31.69
13:43.0,11.25,31.69
13:43.0,11.41,46.75
13:43.0,11.39,46.75
13:43.0,11.34,46.75
13:43.0,11.26,46.75
13:43.1,11.22,63.56
13:43.1,11.14,63.56
13:43.1,10.99,48.63
13:43.1,11.13,48.63
13:43.1,11.2,48.63
13:43.2,11.27,48.63
13:43.2,11.34,63.13
13:43.2,11.31,63.13
13:43.2,11.11,63.13
13:43.2,10.76,63.13
13:43.3,10.77,63.13
13:43.3,10.45,48.5
13:43.3,10.43,48.5
13:43.3,10.54,48.5
13:43.3,10.6,48.5
13:43.4,10.44,83.31
13:43.4,10.53,83.31
13:43.4,10.77,83.31
13:43.4,10.68,83.31
13:43.4,10.61,80
13:43.5,10.86,80
13:43.5,10.78,80
13:43.5,10.91,80
13:43.5,10.86,86.31
13:43.5,10.8,86.31
13:43.6,10.73,86.31
13:43.6,10.87,86.31
13:43.6,10.86,86.31
13:43.6,10.88,73.25
13:43.6,10.87,73.25
13:43.7,11.02,73.25
13:43.7,11.1,73.25
13:43.7,11.15,68.19
13:43.7,11.27,68.19
13:43.7,11.3,58.31
13:43.8,11.22,58.31
13:43.8,11.29,58.31
13:43.8,11.27,58.31
13:43.8,11.26,58.31
13:43.8,11.33,50.44
13:43.9,11.44,50.44
13:43.9,11.34,50.44
13:43.9,11.33,50.44
13:43.9,11.45,50.13
13:43.9,11.39,50.13
13:44.0,11.62,50.13
13:44.0,11.63,50.13
13:44.0,11.44,49.44
13:44.0,11.35,49.44
13:44.0,10.26,49.44
13:44.1,10.11,49.44
13:44.1,10.54,46.69
13:44.1,10.82,46.69
13:44.1,10.8,83.69
13:44.1,10.64,83.69
13:44.2,10.54,98.75
13:44.2,10.69,98.75
13:44.2,10.75,98.75
13:44.2,10.63,98.75
13:44.2,10.61,79.06
13:44.3,10.84,79.06
13:44.3,10.68,79.06
13:44.3,10.58,79.06
13:44.3,10.61,79.06
13:44.3,10.58,89.5
13:44.4,10.56,89.5
13:44.4,10.56,89.5
13:44.4,10.65,89.5
13:44.4,10.57,86.75
13:44.4,10.49,86.75
13:44.5,10.61,86.75
13:44.5,10.67,86.75
13:44.5,10.63,85.56
13:44.5,10.75,85.56
13:44.5,10.74,85.56
13:44.6,10.75,85.56
13:44.6,10.82,87.5
13:44.6,11.02,87.5
13:44.6,11.12,75.06
13:44.6,11.21,75.06
13:44.7,11.45,75.06
13:44.7,11.73,75.06
13:44.7,11.91,56.63
13:44.7,12,56.63
13:44.7,12.18,56.63
13:44.8,12.44,56.63
13:44.8,12.46,56.63
13:44.8,12.44,18.69
13:44.8,12.36,18.69
13:44.8,12.26,18.69
13:44.9,12.27,18.69
13:44.9,12.29,12.5
13:44.9,12.3,12.5
13:44.9,12.39,12.5
13:44.9,12.37,12.5
13:45.0,12.38,13.19
13:45.0,12.54,13.19
13:45.0,12.64,13.19
13:45.0,12.66,13.19
13:45.0,12.74,11.31
13:45.1,12.68,11.31
13:45.1,12.79,11.31
13:45.1,12.66,11.31
13:45.1,12.22,15.13
13:45.1,12.21,15.13
13:45.2,12.02,15.13
13:45.2,11.96,15.13
13:45.2,12.01,15.13
13:45.2,12.04,9.38
13:45.2,12.07,9.38
13:45.3,12.1,9.38
13:45.3,12.12,9.38
13:45.3,12.13,18.31
13:45.3,12.13,18.31
13:45.3,12.14,18.31
13:45.4,12.13,18.31
13:45.4,12.11,10.5
13:45.4,12.06,10.5
13:45.4,12.07,10.13
13:45.4,12.06,10.13
13:45.5,12.01,10.13
13:45.5,11.87,10.13
13:45.5,11.57,12.94
13:45.5,11.39,12.94
13:45.5,10.94,12.94
13:45.6,10.67,12.94
13:45.6,10.57,12.94
13:45.6,10.25,43.75
13:45.6,9.09,43.75
13:45.6,9.84,43.75
13:45.7,10.52,43.75
13:45.7,10.74,106.25
13:45.7,11.18,106.25
13:45.7,11.02,106.25
13:45.7,9.41,106.25
13:45.8,9.45,86.19
13:45.8,11.17,86.19
13:45.8,9.16,86.19
13:45.8,9.37,86.19
13:45.8,9.46,72
13:45.9,10.13,72
13:45.9,9.8,72
13:45.9,9.67,72
13:45.9,10.35,137.19
13:45.9,10.78,137.19
13:46.0,11.15,137.19
13:46.0,11.59,137.19
13:46.0,11.81,134.94
13:46.0,12.51,134.94
13:46.0,12.28,134.94
13:46.1,12.34,134.94
13:46.1,11.97,134.94
13:46.1,11.98,30.25
13:46.1,12.14,30.25
13:46.1,11.84,30.25
13:46.2,11.69,30.25
13:46.2,11.51,9.38
13:46.2,11.46,9.38
13:46.2,11.6,9.38
13:46.2,11.22,9.38
13:46.3,11.18,26.19
13:46.3,11.31,26.19
13:46.3,11.38,26.19
13:46.3,11.4,26.19
13:46.3,11.45,38.13
13:46.4,11.54,38.13
13:46.4,11.5,41.63
13:46.4,11.48,41.63
13:46.4,11.5,41.63
13:46.4,11.48,41.63
13:46.5,11.52,38.56
13:46.5,11.57,38.56
13:46.5,11.59,38.56
13:46.5,11.66,38.56
13:46.5,11.7,38.56
13:46.6,11.65,36.75
13:46.6,11.69,36.75
13:46.6,11.79,36.75
13:46.6,11.79,36.75
13:46.6,11.84,26.25
13:46.7,11.88,26.25
13:46.7,11.89,26.25
13:46.7,11.93,26.25
13:46.7,11.91,25.75
13:46.7,11.97,25.75
13:46.8,11.95,25.75
13:46.8,11.95,25.75
13:46.8,11.98,17.63
13:46.8,11.96,17.63
13:46.8,11.95,17.63
13:46.9,11.97,17.63
13:46.9,12.11,15.56
13:46.9,12.14,15.56
13:46.9,12.13,15.56
13:46.9,12.12,15.56
13:47.0,12.16,15.56
13:47.0,12.19,13.88
13:47.0,12.14,13.88
13:47.0,12.16,13.88
13:47.0,12.24,13.88
13:47.1,12.27,6.63
13:47.1,12.34,6.63
13:47.1,12.45,6.63
13:47.1,12.53,6.63
13:47.1,12.45,7.94
13:47.2,12.4,7.94
13:47.2,12.41,7.94
13:47.2,12.36,7.94
13:47.2,12.31,3.5
13:47.2,12.33,3.5
13:47.3,12.26,3.94
13:47.3,12.28,3.94
13:47.3,12.2,3.94
13:47.3,12.16,3.94
13:47.3,12.13,6.13
13:47.4,12.11,6.13
13:47.4,12.1,6.13
13:47.4,12.07,6.13
13:47.4,12.09,6.13
13:47.4,12.05,13.31
13:47.5,12.1,13.31
13:47.5,12.09,13.31
13:47.5,12.07,13.31
13:47.5,12.12,12.69
13:47.5,12.13,12.69
13:47.6,12.12,12.69
13:47.6,12.13,12.69
13:47.6,12.14,11.06
13:47.6,12.18,11.06
13:47.6,12.2,11.06
13:47.7,12.21,11.06
13:47.7,12.27,12.44
13:47.7,12.27,12.44
13:47.7,12.24,12.44
13:47.7,12.24,12.44
13:47.8,12.26,5.94
13:47.8,12.27,5.94
13:47.8,12.25,5.94
13:47.8,12.26,5.94
13:47.8,12.26,4.94
13:47.9,12.22,4.94
13:47.9,12.19,4.94
13:47.9,12.2,4.94
13:47.9,12.19,4.94
13:47.9,12.18,8.31
13:48.0,12.19,8.31
13:48.0,12.18,8.31
13:48.0,12.14,8.31
13:48.0,12.11,8.88
13:48.0,12.16,8.88
13:48.1,12.11,8.88
13:48.1,12.09,8.88
13:48.1,12.11,9.13
13:48.1,12.11,9.13
13:48.1,12.12,11.63
13:48.2,12.14,11.63
13:48.2,12.12,12.88
13:48.2,12.13,12.88
13:48.2,12.17,10.13
13:48.2,12.13,10.13
13:48.3,12.11,10.13
13:48.3,12.12,10.13
13:48.3,12.13,10.13
13:48.3,12.14,11.56
13:48.3,12.12,11.56
13:48.4,12.12,11.56
13:48.4,12.09,11.56
13:48.4,12.1,11.94
13:48.4,12.09,11.94
13:48.4,12.05,11.94
13:48.5,12.04,11.94
13:48.5,12.11,12.19
13:48.5,12.13,12.19
13:48.5,12.11,12.19
13:48.5,12.1,12.19
13:48.6,12.12,16.19
13:48.6,12.1,16.19
13:48.6,12.11,16.19
13:48.6,12.13,16.19
13:48.6,12.11,16.19
13:48.7,12.1,15.88
13:48.7,12.13,15.88
13:48.7,12.12,15.88
13:48.7,12.11,15.88
13:48.7,12.16,11.19
13:48.8,12.14,11.19
13:48.8,12.11,11.19
13:48.8,12.18,11.19
13:48.8,12.13,10.19
13:48.8,12.14,10.19
13:48.9,12.14,10.19
13:48.9,12.15,10.19
13:48.9,12.13,11.81
13:48.9,12.14,11.81
13:48.9,12.14,11.81
13:49.0,12.15,11.81
13:49.0,12.13,9.94
13:49.0,12.13,9.94
13:49.0,12.13,9.94
13:49.0,12.13,9.94
13:49.1,12.2,10.56
13:49.1,12.23,10.56
13:49.1,12.32,13.81
13:49.1,12.3,13.81
13:49.1,12.44,13.81
13:49.2,12.66,13.81
13:49.2,12.64,13.81
13:49.2,12.5,4.44
13:49.2,12.34,4.44
13:49.2,12.38,4.44
13:49.3,12.38,4.44
13:49.3,12.39,3
13:49.3,12.36,3
13:49.3,12.36,3
13:49.3,12.36,3
13:49.4,12.36,3.06
13:49.4,12.39,3.06
13:49.4,12.38,3.06
13:49.4,12.38,3.06
13:49.4,12.38,3.19
13:49.5,12.38,3.19
13:49.5,12.38,3.19
13:49.5,12.38,3.19
13:49.5,12.38,2.75
13:49.5,12.38,2.75
13:49.6,12.38,2.75
13:49.6,12.38,2.75
13:49.6,12.38,2.75
13:49.6,12.38,2.44
13:49.6,12.39,2.44
13:49.7,12.38,2.44
13:49.7,12.39,2.44
13:49.7,12.39,2.38
13:49.7,12.4,2.38
13:49.7,12.37,2.38
13:49.8,12.38,2.38
13:49.8,12.33,2.31
13:49.8,11.77,2.31
13:49.8,11.44,2.31
13:49.8,11.02,2.31
13:49.9,10.82,2.44
13:49.9,10.65,2.44
13:49.9,10.73,2.44
13:49.9,10.62,2.44
13:49.9,10.57,54.5
13:50.0,10.68,54.5
13:50.0,10.73,64.81
13:50.0,10.77,64.81
13:50.0,10.84,64.81
13:50.0,11.11,64.81
13:50.1,11.08,64.81
13:50.1,11.13,78.69
13:50.1,11.18,78.69
13:50.1,11.17,78.69
13:50.1,11.38,78.69
13:50.2,11.65,58.88
13:50.2,11.71,58.88
13:50.2,12.12,58.88
13:50.2,12.37,58.88
13:50.2,12.64,43.94
13:50.3,12.78,43.94
13:50.3,12.5,43.94
13:50.3,12.11,43.94
13:50.3,11.7,3.25
13:50.3,11.38,3.25
13:50.4,10.69,3.25
13:50.4,10.18,3.25
13:50.4,9.84,23.56
13:50.4,10.16,23.56
13:50.4,10.06,23.56
13:50.5,10.09,23.56
13:50.5,9.09,106.25
13:50.5,8.71,106.25
13:50.5,8.94,106.25
13:50.5,9.2,106.25
13:50.6,9.16,106.25
13:50.6,9.34,138.81
13:50.6,9.94,138.81
13:50.6,10,138.81
13:50.6,9.85,138.81
13:50.7,9.96,165.56
13:50.7,9.88,165.56
13:50.7,9.84,165.56
13:50.7,9.88,165.56
13:50.7,10.22,127.31
13:50.8,10.08,127.31
13:50.8,10.17,127.31
13:50.8,10.29,127.31
13:50.8,10.5,128.94
13:50.8,10.5,128.94
13:50.9,10.55,128.94
13:50.9,10.55,128.94
13:50.9,10.67,102.06
13:50.9,10.44,102.06
13:50.9,10.4,97.63
13:51.0,10.33,97.63
13:51.0,10.43,97.63
13:51.0,10.25,97.63
13:51.0,10.08,100.81
13:51.0,10.08,100.81
13:51.1,10.11,100.81
13:51.1,10.23,100.81
13:51.1,10.25,100.81
13:51.1,10.43,116.63
13:51.1,10.57,116.63
13:51.2,10.72,116.63
13:51.2,10.98,116.63
13:51.2,11.3,102.63
13:51.2,11.54,102.63
13:51.2,11.6,102.63
13:51.3,11.54,102.63
13:51.3,11.54,51.56
13:51.3,11.56,51.56
13:51.3,11.43,51.56
13:51.3,11.37,51.56
13:51.4,11.41,31.94
13:51.4,11.43,31.94
13:51.4,11.37,31.94
13:51.4,11.39,31.94
13:51.4,11.38,44.75
13:51.5,11.24,44.75
13:51.5,11.27,44.75
13:51.5,11.33,44.75
13:51.5,11.29,45.75
13:51.5,11.32,45.75
13:51.6,11.47,45.75
13:51.6,11.55,45.75
13:51.6,11.59,45.75
13:51.6,11.84,53.44
13:51.6,11.93,53.44
13:51.7,11.69,53.44
13:51.7,11.77,53.44
13:51.7,11.52,43.38
13:51.7,11.62,43.38
13:51.7,11.46,43.38
13:51.8,10.24,43.38
13:51.8,9.91,19.88
13:51.8,9.95,19.88
13:51.8,10.19,69.31
13:51.8,11.15,69.31
13:51.9,11.31,69.31
13:51.9,10.44,69.31
13:51.9,10.53,69.31
13:51.9,10.3,117.19
13:51.9,10.48,117.19
13:52.0,11.54,117.19
13:52.0,11.56,117.19
13:52.0,11.86,94.56
13:52.0,12.04,94.56
13:52.0,12.13,94.56
13:52.1,12.11,94.56
13:52.1,12.15,30.06
13:52.1,12.14,30.06
13:52.1,12.06,30.06
13:52.1,12.05,30.06
13:52.2,12.05,5.31
13:52.2,12.02,5.31
13:52.2,12.09,5.31
13:52.2,12.07,5.31
13:52.2,11.83,5.31
13:52.3,11.43,11.13
13:52.3,10.96,11.13
13:52.3,11.18,11.13
13:52.3,11.09,11.13
13:52.3,11.11,11.31
13:52.4,11.3,11.31
13:52.4,11.34,11.31
13:52.4,11.66,11.31
13:52.4,11.28,62
13:52.4,11.85,62
13:52.5,12.07,62
13:52.5,12.1,62
13:52.5,12.07,35.75
13:52.5,12.04,35.75
13:52.5,12.11,20.75
13:52.6,11.7,20.75
13:52.6,11.98,8.88
13:52.6,11.9,8.88
13:52.6,11.91,12.06
13:52.6,11.89,12.06
13:52.7,12.09,12.06
13:52.7,11.87,12.06
13:52.7,12.07,7.75
13:52.7,11.84,7.75
13:52.7,11.69,7.75
13:52.8,11.81,7.75
13:52.8,11.88,7.75
13:52.8,12.02,8.19
13:52.8,12.04,8.19
13:52.8,12.03,8.19
13:52.9,11.79,8.19
13:52.9,11.7,8.19
13:52.9,11.86,13.31
13:52.9,11.7,13.31
13:52.9,11.56,13.31
13:53.0,11.54,13.31
13:53.0,11.31,16.75
13:53.0,10.57,16.75
13:53.0,10.37,16.75
13:53.0,11.12,16.75
13:53.1,11.43,35.19
13:53.1,11.57,35.19
13:53.1,11.59,35.19
13:53.1,11.79,35.19
13:53.1,11.73,83.06
13:53.2,11.64,83.06
13:53.2,11.38,21.13
13:53.2,10.98,21.13
13:53.2,10.52,21.13
13:53.2,10.01,21.13
13:53.3,10.17,21.13
13:53.3,9.79,58.63
13:53.3,9.66,58.63
13:53.3,9.66,58.63
13:53.3,9.74,58.63
13:53.4,9.74,122.75
13:53.4,9.51,122.75
13:53.4,9.84,122.75
13:53.4,9.9,122.75
13:53.4,10.07,134.25
13:53.5,10.32,134.25
13:53.5,10.3,134.25
13:53.5,10.64,134.25
13:53.5,10.59,127.88
13:53.5,10.71,127.88
13:53.6,10.25,127.88
13:53.6,10.41,127.88
13:53.6,10.44,93.31
13:53.6,9.72,93.31
13:53.6,10.06,93.31
13:53.7,10.41,93.31
13:53.7,10.62,93.31
13:53.7,10.63,94.63
13:53.7,10.73,94.63
13:53.7,10.71,94.63
13:53.8,10.7,94.63
13:53.8,10.55,88.19
13:53.8,10.69,88.19
13:53.8,10.75,88.19
13:53.8,10.77,88.19
13:53.9,10.62,73.38
13:53.9,10.66,73.38
13:53.9,10.64,72.56
13:53.9,10.9,72.56
13:53.9,10.86,72.56
13:54.0,10.87,72.56
13:54.0,11.01,75.38
13:54.0,11.03,75.38
13:54.0,11.07,75.38
13:54.0,11.06,75.38
13:54.1,11.23,75.38
13:54.1,11.11,61.5
13:54.1,10.99,61.5
13:54.1,10.94,61.5
13:54.1,10.99,61.5
13:54.2,11.01,56.88
13:54.2,10.93,56.88
13:54.2,10.82,56.88
13:54.2,10.75,56.88
13:54.2,10.73,56.88
13:54.3,10.61,63.06
13:54.3,10.44,63.06
13:54.3,10.48,63.06
13:54.3,10.5,63.06
13:54.3,10.37,79.63
13:54.4,10.43,79.63
13:54.4,10.33,79.63
13:54.4,10.38,79.63
13:54.4,10.2,90
13:54.4,10.23,90
13:54.5,10.29,90
13:54.5,10.32,90
13:54.5,10.38,95.13
13:54.5,10.43,95.13
13:54.5,10.45,97
13:54.6,10.63,97
13:54.6,10.92,97
13:54.6,11.01,97
13:54.6,11.01,91.94
13:54.6,11.07,91.94
13:54.7,11.11,91.94
13:54.7,11.16,91.94
13:54.7,11.18,91.94
13:54.7,11.11,59.69
13:54.7,11.12,59.69
13:54.8,11.11,59.69
13:54.8,11.13,59.69
13:54.8,11.05,50.69
13:54.8,10.98,50.69
13:54.8,10.98,50.69
13:54.9,10.99,50.69
13:54.9,11.14,56.06
13:54.9,11.11,56.06
13:54.9,11.17,56.06
13:54.9,11.21,56.06
13:55.0,11.17,58.44
13:55.0,11.14,58.44
13:55.0,11.16,58.44
13:55.0,11.22,58.44
13:55.0,11.09,49.88
13:55.1,11.71,49.88
13:55.1,11.72,49.88
13:55.1,11.47,49.88
13:55.1,11.5,51
13:55.1,11.59,51
13:55.2,11.54,51
13:55.2,11.5,51
13:55.2,11.45,51
13:55.2,11.5,48.81
13:55.2,11.48,48.81
13:55.3,11.54,48.81
13:55.3,11.52,48.81
13:55.3,11.51,41.19
13:55.3,11.59,41.19
13:55.3,11.61,41.19
13:55.4,11.5,41.19
13:55.4,11.39,36.06
13:55.4,11.48,36.06
13:55.4,11.5,34.44
13:55.4,11.57,34.44
13:55.5,11.6,34.44
13:55.5,11.46,34.44
13:55.5,11.33,34.44
13:55.5,11.26,32.56
13:55.5,11.34,32.56
13:55.6,11.45,32.56
13:55.6,11.63,32.56
13:55.6,11.55,52.88
13:55.6,11.42,52.88
13:55.6,11.32,52.88
13:55.7,11.34,52.88
13:55.7,11.25,33.94
13:55.7,11.21,33.94
13:55.7,11.29,33.94
13:55.7,11.35,33.94
13:55.8,11.35,43.88
13:55.8,11.46,43.88
13:55.8,11.33,43.88
13:55.8,11.59,43.88
13:55.8,11.55,48.81
13:55.9,11.63,48.81
13:55.9,11.6,48.81
13:55.9,11.39,48.81
13:55.9,11.53,37.44
13:55.9,11.49,37.44
13:56.0,11.63,37.44
13:56.0,11.79,37.44
13:56.0,11.71,37.44
13:56.0,11.91,45.19
13:56.0,11.95,45.19
13:56.1,12.13,45.19
13:56.1,12.75,45.19
13:56.1,11.95,24.75
13:56.1,12.5,24.75
13:56.1,12.89,24.75
13:56.2,12.54,24.75
13:56.2,12.14,23.31
13:56.2,12.03,23.31
13:56.2,11.83,12
13:56.2,11.96,12
13:56.3,12.18,12
13:56.3,12.7,12
13:56.3,12.64,26.63
13:56.3,12.48,26.63
13:56.3,12.55,26.63
13:56.4,12.58,26.63
13:56.4,12.55,26.63
13:56.4,12.5,5.69
13:56.4,12.41,5.69
13:56.4,12.34,5.69
13:56.5,12.3,5.69
13:56.5,12.24,3.13
13:56.5,12.34,3.13
13:56.5,12.43,3.13
13:56.5,12.38,3.13
13:56.6,12.35,3.38
13:56.6,12.34,3.38
13:56.6,12.3,3.38
13:56.6,12.21,3.38
13:56.6,12.26,3.69
13:56.7,12.3,3.69
13:56.7,12.3,3.69
13:56.7,12.28,3.69
13:56.7,12.21,8
13:56.7,12.3,8
13:56.8,11.37,8
13:56.8,12.15,8
13:56.8,12.19,5.06
13:56.8,11.65,5.06
13:56.8,11.53,5.06
13:56.9,11.71,5.06
13:56.9,12.13,5.5
13:56.9,12.21,5.5
