Time,Voltage,Total PDP
15:02.1,11.71,16
15:02.1,11.84,16
15:02.2,11.82,37.5
15:02.2,11.57,37.5
15:02.2,11.69,37.5
15:02.2,11.65,37.5
15:02.2,11.38,37.5
15:02.3,11.57,15.75
15:02.3,11.6,15.75
15:02.3,11.5,15.75
15:02.3,11.62,15.75
15:02.3,11.73,40.56
15:02.4,11.82,40.56
15:02.4,11.98,40.56
15:02.4,12.04,33.69
15:02.4,12.1,33.69
15:02.4,9.82,33.69
15:02.5,11.04,33.69
15:02.5,11.72,6.69
15:02.5,11.42,6.69
15:02.5,10.64,6.69
15:02.5,10.41,6.69
15:02.6,10.49,6.69
15:02.6,10.32,26.63
15:02.6,10.31,26.63
15:02.6,10.39,26.63
15:02.6,10.37,26.63
15:02.7,10.54,77.06
15:02.7,10.93,77.06
15:02.7,11.34,77.06
15:02.7,11.51,77.06
15:02.7,11.83,92.88
15:02.8,11.93,92.88
15:02.8,12.08,92.88
15:02.8,11.41,92.88
15:02.8,9.69,36.63
15:02.8,11.62,36.63
15:02.9,12.24,36.63
15:02.9,12.14,36.63
15:02.9,12.06,2.94
15:02.9,11.95,2.94
15:02.9,11.9,5.81
15:03.0,11.88,5.81
15:03.0,11.87,5.81
15:03.0,11.88,5.81
15:03.0,11.92,5.81
15:03.0,11.95,11.63
15:03.1,11.95,11.63
15:03.1,11.95,11.63
15:03.1,11.98,11.63
15:03.1,12,8.81
15:03.1,12.04,8.81
15:03.2,12.09,8.81
15:03.2,12.11,8.81
15:03.2,12.12,10.06
15:03.2,12.13,10.06
15:03.2,12.14,10.06
15:03.3,12.14,10.06
15:03.3,12.14,2.44
15:03.3,12.14,2.44
15:03.3,12.14,2.44
15:03.3,12.14,2.44
15:03.4,12.12,2.75
15:03.4,12.07,2.75
15:03.4,11.98,2.75
15:03.4,12.04,2.75
15:03.4,12.13,3.13
15:03.5,12.13,3.13
15:03.5,12.15,3.13
15:03.5,12.16,3.13
15:03.5,12.16,7.06
15:03.5,12.16,7.06
15:03.6,12.16,7.06
15:03.6,12.16,7.06
15:03.6,12.16,7.06
15:03.6,12.18,2.38
15:03.6,12.16,2.38
15:03.7,12.16,2.38
15:03.7,12.17,2.38
15:03.7,12.16,2.56
15:03.7,12.14,2.56
15:03.7,12.08,2.56
15:03.8,12,2.56
15:03.8,11.98,2.75
15:03.8,11.99,2.75
15:03.8,11.97,2.75
15:03.8,11.94,2.75
15:03.9,11.94,11.56
15:03.9,11.98,11.56
15:03.9,12.04,11.56
15:03.9,12.13,11.56
15:03.9,12.16,13.5
15:04.0,12.17,13.5
15:04.0,12.17,5.94
15:04.0,12.18,5.94
15:04.0,12.17,5.94
15:04.0,12.17,5.94
15:04.1,12.18,3.19
15:04.1,12.19,3.19
15:04.1,12.14,3.19
15:04.1,12.16,3.19
15:04.1,12.2,3.19
15:04.2,12.2,2.63
15:04.2,12.2,2.63
15:04.2,12.2,2.63
15:04.2,9.97,2.63
15:04.2,11.92,2.56
15:04.3,12.06,2.56
15:04.3,11.58,2.56
15:04.3,11.26,2.56
15:04.3,11.2,56.94
15:04.3,11.38,56.94
15:04.4,11.37,56.94
15:04.4,11.45,56.94
15:04.4,11.46,45.13
15:04.4,11.65,45.13
15:04.4,11.76,45.13
15:04.5,11.89,45.13
15:04.5,12.07,33.63
15:04.5,12.13,33.63
15:04.5,12.17,33.63
15:04.5,12.23,33.63
15:04.6,12.23,33.63
15:04.6,12.23,8.19
15:04.6,12.21,8.19
15:04.6,12.18,8.19
15:04.6,12.15,8.19
15:04.7,12.14,2.75
15:04.7,12.16,2.75
15:04.7,12.16,2.75
15:04.7,12.18,2.75
15:04.7,12.17,3.56
15:04.8,12.18,3.56
15:04.8,12.19,3.56
15:04.8,12.19,3.56
15:04.8,12.18,3.31
15:04.8,12.19,3.31
15:04.9,12.19,3.31
15:04.9,12.19,3.31
15:04.9,12.2,2.56
15:04.9,12.19,2.56
15:04.9,12.21,2.75
15:05.0,11.68,2.75
15:05.0,11.93,2.75
15:05.0,12.02,2.75
15:05.0,12.07,2.75
15:05.0,12.11,5.56
15:05.1,12.13,5.56
15:05.1,12.14,5.56
15:05.1,12.14,5.56
15:05.1,12.14,6.19
15:05.1,12.13,6.19
15:05.2,12.15,6.19
15:05.2,12.15,6.19
15:05.2,12.14,4.63
15:05.2,12.16,4.63
15:05.2,12.14,4.63
15:05.3,12.14,4.63
15:05.3,12.14,4.31
15:05.3,12.16,4.31
15:05.3,12.14,4.31
15:05.3,12.16,4.31
15:05.4,12.18,4.63
15:05.4,12.21,4.63
15:05.4,12.21,4.63
15:05.4,12.21,4.63
15:05.4,12.21,4.13
15:05.5,12.21,4.13
15:05.5,12.21,4.13
15:05.5,12.22,4.13
15:05.5,12.23,2.63
15:05.5,12.22,2.63
15:05.6,12.22,2.63
15:05.6,12.22,2.63
15:05.6,12.22,2.63
15:05.6,12.2,2.5
15:05.6,12.18,2.5
15:05.7,11.79,2.5
15:05.7,11.66,2.5
15:05.7,10.61,2.44
15:05.7,9.45,2.44
15:05.7,11.11,2.44
15:05.8,11.26,2.44
15:05.8,10.41,30.38
15:05.8,9.84,30.38
15:05.8,9.91,30.38
15:05.8,10.15,30.38
15:05.9,10.4,44
15:05.9,10.43,44
15:05.9,10.52,91.75
15:05.9,10.51,91.75
15:05.9,10.5,91.75
15:06.0,10.86,91.75
15:06.0,10.9,93.75
15:06.0,10.93,93.75
15:06.0,10.75,93.75
15:06.0,10.72,93.75
15:06.1,10.59,93.75
15:06.1,10.55,50.75
15:06.1,10.64,50.75
15:06.1,10.91,50.75
15:06.1,11.28,50.75
15:06.2,11.12,73.38
15:06.2,11.18,73.38
15:06.2,11.71,73.38
15:06.2,11.95,73.38
15:06.2,11.5,29.06
15:06.3,11.69,29.06
15:06.3,11.6,29.06
15:06.3,11.65,29.06
15:06.3,11.61,15.69
15:06.3,11.62,15.69
15:06.4,11.59,15.69
15:06.4,11.54,15.69
15:06.4,11.7,22.63
15:06.4,11.54,22.63
15:06.4,11.57,22.63
15:06.5,11.75,22.63
15:06.5,11.73,28
15:06.5,12.21,28
15:06.5,12.15,28
15:06.5,12.04,28
15:06.6,12.02,28
15:06.6,11.71,24.44
15:06.6,11.56,24.44
15:06.6,11.31,24.44
15:06.6,11.35,24.44
15:06.7,11.44,9.19
15:06.7,11.37,9.19
15:06.7,11.5,9.19
15:06.7,11.54,9.19
15:06.7,11.45,43.25
15:06.8,11.48,43.25
15:06.8,11.59,43.25
15:06.8,11.51,43.25
15:06.8,11.65,26.75
15:06.8,11.71,26.75
15:06.9,11.82,26.75
15:06.9,11.75,26.75
15:06.9,10.99,27.63
15:06.9,10.08,27.63
15:06.9,11.12,17.31
15:07.0,11.45,17.31
15:07.0,11.57,17.31
15:07.0,11.63,17.31
15:07.0,11.66,37.63
15:07.0,11.67,37.63
15:07.1,11.7,37.63
15:07.1,11.72,37.63
15:07.1,11.82,37.63
15:07.1,11.83,20.56
15:07.1,11.83,20.56
15:07.2,11.91,20.56
15:07.2,11.95,20.56
15:07.2,11.95,16.31
15:07.2,11.92,16.31
15:07.2,10.89,16.31
15:07.3,10.88,16.31
15:07.3,11.53,16.31
15:07.3,11.2,10.75
15:07.3,11.72,10.75
15:07.3,11.89,10.75
15:07.4,11.63,10.75
15:07.4,11.47,37
15:07.4,11.62,37
15:07.4,11.58,37
15:07.4,11.71,37
15:07.5,11.82,14.13
15:07.5,11.66,14.13
15:07.5,11.64,14.13
15:07.5,11.45,14.13
15:07.5,11.28,21.75
15:07.6,11.3,21.75
15:07.6,11.22,21.75
15:07.6,11.16,21.75
15:07.6,11.27,21.75
15:07.6,11.26,24.69
15:07.7,11.25,24.69
15:07.7,11.32,46.63
15:07.7,11.3,46.63
15:07.7,11.33,46.63
15:07.7,11.22,46.63
15:07.8,11.33,39.25
15:07.8,11.36,39.25
15:07.8,11.37,39.25
15:07.8,11.21,39.25
15:07.8,11.36,35.38
15:07.9,11.3,35.38
15:07.9,11.34,35.38
15:07.9,11.46,35.38
15:07.9,11.43,44.63
15:07.9,11.48,44.63
15:08.0,11.49,44.63
15:08.0,11.44,44.63
15:08.0,11.61,30.19
15:08.0,11.58,30.19
15:08.0,11.54,30.19
15:08.1,11.52,30.19
15:08.1,11.6,30.19
15:08.1,11.53,26.31
15:08.1,11.57,26.31
15:08.1,11.65,26.31
15:08.2,11.58,26.31
15:08.2,11.59,26.19
15:08.2,11.63,26.19
15:08.2,11.53,26.19
15:08.2,11.45,26.19
15:08.3,11.4,24.06
15:08.3,11.39,24.06
15:08.3,11.23,24.06
15:08.3,11.36,24.06
15:08.3,10.99,24.31
15:08.4,11.09,24.31
15:08.4,11.33,24.31
15:08.4,11.45,24.31
15:08.4,11.57,37
15:08.4,11.66,37
15:08.5,11.54,37
15:08.5,11.62,37
15:08.5,11.54,37
15:08.5,11.56,37
15:08.5,11.53,25.25
15:08.6,11.03,25.25
15:08.6,11.13,25.25
15:08.6,11.14,25.25
15:08.6,11.21,25.25
15:08.6,11.02,34.06
15:08.7,10.93,34.06
15:08.7,11.09,34.06
15:08.7,11.75,34.06
15:08.7,10.84,51.13
15:08.7,11.2,51.13
15:08.8,11.54,51.13
15:08.8,12.01,51.13
15:08.8,11.6,47.88
15:08.8,11.55,47.88
15:08.8,11.66,47.88
15:08.9,11.41,47.88
15:08.9,11.25,19.81
15:08.9,11.19,19.81
15:08.9,11.19,19.81
15:08.9,11.24,19.81
15:09.0,11.4,41.06
15:09.0,11.54,41.06
15:09.0,11.45,41.06
15:09.0,11.21,41.06
15:09.0,10.63,47.94
15:09.1,11.1,47.94
15:09.1,11.36,47.94
15:09.1,11.44,47.94
15:09.1,11.46,41.06
15:09.1,11.32,41.06
15:09.2,11.23,41.06
15:09.2,11.09,41.06
15:09.2,10.88,41.06
15:09.2,10.99,27.06
15:09.2,11.18,27.06
15:09.3,11.42,27.06
15:09.3,11.41,27.06
15:09.3,11.16,60.13
15:09.3,11.13,60.13
15:09.3,11.37,60.13
15:09.4,11.49,60.13
15:09.4,11.39,24.81
15:09.4,11.2,24.81
15:09.4,11.24,24.81
15:09.4,11.31,24.81
15:09.5,11.22,28.56
15:09.5,11.18,28.56
15:09.5,11.39,28.56
15:09.5,11.49,28.56
15:09.5,11.58,39.06
15:09.6,11.5,39.06
15:09.6,11.59,31.44
15:09.6,11.62,31.44
15:09.6,11.55,31.44
15:09.6,11.76,31.44
15:09.7,11.94,21.38
15:09.7,11.98,21.38
15:09.7,12.09,21.38
15:09.7,12.11,21.38
15:09.7,12.16,21.38
15:09.8,12.16,8.06
15:09.8,12.13,8.06
15:09.8,12.11,8.06
15:09.8,12.1,8.06
15:09.8,12.12,2.44
15:09.9,12.13,2.44
15:09.9,12.13,2.44
15:09.9,12.12,2.44
15:09.9,12.13,2.5
15:09.9,12.11,2.5
15:10.0,12.13,2.5
15:10.0,12.12,2.5
15:10.0,12.13,2.56
15:10.0,12.13,2.56
15:10.0,12.14,2.56
15:10.1,12.14,2.56
15:10.1,12.13,2.63
15:10.1,12.14,2.63
15:10.1,12.14,2.63
15:10.1,12.16,2.63
15:10.2,12.18,2.69
15:10.2,12.14,2.69
15:10.2,12.16,2.69
15:10.2,12.13,2.69
15:10.2,11.97,2.69
15:10.3,11.88,2.56
15:10.3,11.52,2.56
15:10.3,11.5,2.56
15:10.3,11.32,2.56
15:10.3,11.3,7.94
15:10.4,10.6,7.94
15:10.4,10.64,7.94
15:10.4,10.48,7.94
15:10.4,10.3,38.56
15:10.4,10.4,38.56
15:10.5,10.73,38.56
15:10.5,11.33,38.56
15:10.5,11.77,68.81
15:10.5,12.01,68.81
15:10.5,12.1,68.81
15:10.6,12.09,68.81
15:10.6,12.11,55.5
15:10.6,12.11,55.5
15:10.6,12.11,2.44
15:10.6,12.09,2.44
15:10.7,12.11,2.44
15:10.7,12.13,2.44
15:10.7,12.13,3.75
15:10.7,12.14,3.75
15:10.7,12.12,3.75
15:10.8,12.13,3.75
15:10.8,12.14,3.75
15:10.8,12.14,2.38
15:10.8,12.14,2.38
15:10.8,12.15,2.38
15:10.9,12.14,2.38
15:10.9,12.13,2.5
15:10.9,12.14,2.5
15:10.9,12.14,2.5
15:10.9,12.15,2.5
15:11.0,12.16,2.94
15:11.0,12.15,2.94
15:11.0,12.16,2.94
15:11.0,12.16,2.94
15:11.0,12.17,2.63
15:11.1,12.15,2.63
15:11.1,12.16,2.63
15:11.1,12.18,2.63
15:11.1,12.19,2.94
15:11.1,12.17,2.94
15:11.2,12.18,2.94
15:11.2,12.18,2.94
15:11.2,12.18,2.63
15:11.2,12.16,2.63
15:11.2,12.16,2.63
15:11.3,12.17,2.63
15:11.3,12.18,2.63
15:11.3,12.18,2.69
15:11.3,12.15,2.69
15:11.3,12.18,2.69
15:11.4,12.19,2.69
15:11.4,12.2,2.69
15:11.4,12.2,2.69
15:11.4,12.19,2.69
15:11.4,12.2,2.69
15:11.5,12.2,2.69
15:11.5,12.21,2.69
15:11.5,12.2,2.69
15:11.5,12.2,2.69
15:11.5,12.19,2.31
15:11.6,12.2,2.31
15:11.6,12.19,2.38
15:11.6,12.19,2.38
15:11.6,12.2,2.38
15:11.6,12.19,2.38
15:11.7,11.83,2.38
15:11.7,10.57,2.63
15:11.7,12.16,2.63
15:11.7,12.31,2.63
15:11.7,12.2,2.63
15:11.8,12.05,82.81
15:11.8,12.1,82.81
15:11.8,12.14,82.81
15:11.8,12.18,82.81
15:11.8,12.18,7.56
15:11.9,12.2,7.56
15:11.9,12.19,7.56
15:11.9,12.2,7.56
15:11.9,12.2,2.44
15:11.9,12.19,2.44
15:12.0,12.2,2.44
15:12.0,12.21,2.44
15:12.0,12.2,2.38
15:12.0,12.2,2.38
15:12.0,12.19,2.38
15:12.1,12.21,2.38
15:12.1,12.21,2.69
15:12.1,12.2,2.69
15:12.1,12.21,2.69
15:12.1,12.21,2.69
15:12.2,12.2,2.63
15:12.2,12.23,2.63
15:12.2,12.21,2.63
15:12.2,12.21,2.63
15:12.2,12.22,2.63
15:12.3,12.23,2.63
15:12.3,12.23,2.63
15:12.3,12.22,2.63
15:12.3,12.23,2.63
15:12.3,12.21,2.63
15:12.4,12.21,2.63
15:12.4,12.23,2.63
15:12.4,12.21,2.63
15:12.4,12.21,2.5
15:12.4,12.21,2.5
15:12.5,12.21,2.5
15:12.5,12.23,2.5
15:12.5,12.23,2.63
15:12.5,12.21,2.63
15:12.5,12.23,2.63
15:12.6,12.24,2.63
15:12.6,12.24,2.69
15:12.6,12.23,2.69
15:12.6,12.24,2.44
15:12.6,12.22,2.44
15:12.7,12.23,2.44
15:12.7,12.23,2.44
15:12.7,12.23,2.44
15:12.7,12.23,2.44
15:12.7,12.23,2.44
15:12.8,12.23,2.44
15:12.8,12.23,2.44
15:12.8,12.23,2.38
15:12.8,12.23,2.38
15:12.8,12.24,2.38
15:12.9,12.24,2.38
15:12.9,12.23,2.56
15:12.9,12.23,2.56
15:12.9,12.21,2.56
15:12.9,12.24,2.56
15:13.0,12.24,2.56
15:13.0,12.24,2.56
15:13.0,12.23,2.56
15:13.0,12.23,2.56
15:13.0,12.24,2.63
15:13.1,12.24,2.63
15:13.1,12.24,2.63
15:13.1,12.25,2.63
15:13.1,12.24,2.63
15:13.1,12.24,2.63
15:13.2,12.22,2.63
15:13.2,12.23,2.63
15:13.2,12.23,2.63
15:13.2,12.23,2.44
15:13.2,12.22,2.44
15:13.3,12.24,2.44
15:13.3,12.24,2.44
15:13.3,12.24,2.69
15:13.3,12.24,2.69
15:13.3,12.25,2.69
15:13.4,12.24,2.69
15:13.4,12.24,2.69
15:13.4,12.26,2.69
15:13.4,12.24,2.69
15:13.4,12.25,2.69
15:13.5,12.25,2.69
15:13.5,12.25,2.63
15:13.5,12.26,2.63
15:13.5,12.26,2.56
15:13.5,12.25,2.56
15:13.6,12.24,2.56
15:13.6,12.24,2.56
15:13.6,12.24,2.31
15:13.6,12.23,2.31
15:13.6,12.23,2.31
15:13.7,12.24,2.31
15:13.7,12.24,2.5
15:13.7,12.26,2.5
15:13.7,12.24,2.5
15:13.7,12.26,2.5
15:13.8,12.26,2.56
15:13.8,12.25,2.56
15:13.8,12.25,2.56
15:13.8,12.26,2.56
15:13.8,12.26,2.44
15:13.9,12.26,2.44
15:13.9,12.27,2.44
15:13.9,12.26,2.44
15:13.9,12.27,2.44
15:13.9,12.25,2.38
15:14.0,12.25,2.38
15:14.0,12.25,2.38
15:14.0,12.24,2.38
15:14.0,12.24,2.38
15:14.0,12.24,2.38
15:14.1,12.25,2.38
15:14.1,12.25,2.38
15:14.1,12.25,2.75
15:14.1,12.24,2.75
15:14.1,12.25,2.75
15:14.2,12.25,2.75
15:14.2,12.26,2.63
15:14.2,12.25,2.63
15:14.2,12.26,2.63
15:14.2,12.27,2.63
15:14.3,12.26,2.56
15:14.3,12.26,2.56
15:14.3,12.27,2.56
15:14.3,12.27,2.56
15:14.3,12.26,2.56
15:14.4,12.24,2.56
15:14.4,12.26,2.56
15:14.4,12.25,2.44
15:14.4,12.26,2.44
15:14.4,12.26,2.44
15:14.5,12.26,2.44
15:14.5,12.26,2.63
15:14.5,12.26,2.63
15:14.5,12.26,2.63
15:14.5,12.26,2.63
15:14.6,12.27,2.63
15:14.6,12.28,2.81
15:14.6,12.28,2.81
15:14.6,12.26,2.81
15:14.6,12.26,2.81
15:14.7,12.27,2.44
15:14.7,12.27,2.44
15:14.7,12.28,2.44
15:14.7,12.27,2.44
15:14.7,12.24,2.38
15:14.8,12.26,2.38
15:14.8,12.26,2.38
15:14.8,12.26,2.38
15:14.8,12.25,2.38
15:14.8,12.26,2.38
15:14.9,12.26,2.56
15:14.9,12.27,2.56
15:14.9,12.26,2.56
15:14.9,12.27,2.56
15:14.9,12.27,2.56
15:15.0,12.27,2.56
15:15.0,12.28,2.56
15:15.0,12.27,2.56
15:15.0,12.26,2.56
15:15.0,12.27,2.38
15:15.1,12.26,2.38
15:15.1,12.27,2.38
15:15.1,12.27,2.38
15:15.1,12.27,2.5
15:15.1,12.26,2.5
15:15.2,12.26,2.5
15:15.2,12.27,2.5
15:15.2,12.27,2.5
15:15.2,12.26,2.5
15:15.2,12.27,2.5
15:15.3,12.26,2.5
15:15.3,12.26,2.63
15:15.3,12.28,2.63
15:15.3,12.26,2.63
15:15.3,12.28,2.63
15:15.4,12.27,2.69
15:15.4,12.28,2.69
15:15.4,12.27,2.69
15:15.4,12.29,2.69
15:15.4,12.27,2.5
15:15.5,12.27,2.5
15:15.5,12.29,2.5
15:15.5,12.27,2.5
15:15.5,12.27,2.5
15:15.5,12.27,2.5
15:15.6,12.26,2.5
15:15.6,12.26,2.5
15:15.6,12.27,2.5
15:15.6,12.27,2.63
15:15.6,12.27,2.63
15:15.7,12.26,2.63
15:15.7,12.27,2.63
15:15.7,12.26,2.56
15:15.7,12.26,2.56
15:15.7,12.28,2.56
15:15.8,12.26,2.56
15:15.8,12.28,2.5
15:15.8,12.27,2.5
15:15.8,12.28,2.5
15:15.8,12.28,2.5
15:15.9,12.27,2.38
15:15.9,12.28,2.38
15:15.9,12.29,2.38
15:15.9,12.29,2.38
15:15.9,12.28,2.38
15:16.0,12.27,2.38
15:16.0,12.27,2.5
15:16.0,12.27,2.5
15:16.0,12.27,2.5
15:16.0,12.27,2.5
15:16.1,12.26,2.56
15:16.1,12.27,2.56
15:16.1,12.26,2.56
15:16.1,12.27,2.56
15:16.1,12.29,2.56
15:16.2,12.29,2.63
15:16.2,12.29,2.63
15:16.2,12.27,2.63
15:16.2,12.29,2.63
15:16.2,12.29,2.56
15:16.3,12.27,2.56
15:16.3,12.29,2.56
15:16.3,12.29,2.56
15:16.3,12.27,2.56
15:16.3,12.27,2.56
15:16.4,12.28,2.56
15:16.4,12.26,2.56
15:16.4,12.28,2.56
15:16.4,12.26,2.56
15:16.4,12.27,2.56
15:16.5,12.27,2.56
15:16.5,12.27,2.56
15:16.5,12.27,2.56
15:16.5,12.27,2.56
15:16.5,12.29,2.56
15:16.6,12.28,2.69
15:16.6,12.28,2.69
15:16.6,12.28,2.69
15:16.6,12.29,2.69
15:16.6,12.28,2.69
15:16.7,12.29,2.56
15:16.7,12.29,2.56
15:16.7,12.29,2.56
15:16.7,12.29,2.56
15:16.7,12.28,2.38
15:16.8,12.27,2.38
15:16.8,12.28,2.38
15:16.8,12.28,2.38
15:16.8,12.27,2.44
15:16.8,12.27,2.44
15:16.9,12.27,2.44
15:16.9,12.29,2.44
15:16.9,12.27,2.56
15:16.9,12.27,2.56
15:16.9,12.29,2.5
15:17.0,12.3,2.5
15:17.0,12.29,2.5
15:17.0,12.3,2.5
15:17.0,12.29,2.56
15:17.0,12.29,2.56
15:17.1,12.3,2.56
15:17.1,12.29,2.56
15:17.1,12.3,2.38
15:17.1,12.29,2.38
15:17.1,12.27,2.38
15:17.2,12.29,2.38
15:17.2,12.27,2.38
15:17.2,12.27,2.5
15:17.2,12.27,2.5
15:17.2,12.27,2.5
15:17.3,12.27,2.5
15:17.3,12.28,2.69
15:17.3,12.29,2.69
15:17.3,12.27,2.69
15:17.3,12.29,2.69
15:17.4,12.28,2.63
15:17.4,12.29,2.63
15:17.4,12.29,2.63
15:17.4,12.29,2.63
15:17.4,12.29,2.56
15:17.5,12.29,2.56
15:17.5,12.29,2.56
15:17.5,12.3,2.56
15:17.5,12.29,2.5
15:17.5,12.28,2.5
15:17.6,12.27,2.5
15:17.6,12.28,2.5
15:17.6,12.28,2.56
15:17.6,12.29,2.56
15:17.6,12.28,2.56
15:17.7,12.27,2.56
15:17.7,12.29,2.56
15:17.7,12.3,2.63
15:17.7,12.29,2.63
15:17.7,12.29,2.63
15:17.8,12.29,2.63
15:17.8,12.29,2.5
15:17.8,12.3,2.5
15:17.8,12.3,2.5
15:17.8,12.3,2.5
15:17.9,12.3,2.44
15:17.9,12.3,2.44
15:17.9,12.3,2.44
15:17.9,12.29,2.44
15:17.9,12.29,2.31
15:18.0,12.28,2.31
15:18.0,12.29,2.44
15:18.0,12.29,2.44
15:18.0,12.27,2.44
15:18.0,12.29,2.44
15:18.1,12.28,2.5
15:18.1,12.29,2.5
15:18.1,12.29,2.5
15:18.1,12.29,2.5
15:18.1,12.29,2.5
15:18.2,12.29,2.5
15:18.2,12.29,2.5
15:18.2,12.29,2.5
15:18.2,12.29,2.5
15:18.2,12.29,2.56
15:18.3,12.29,2.56
15:18.3,12.28,2.56
15:18.3,12.3,2.56
15:18.3,12.3,2.5
15:18.3,12.28,2.5
15:18.4,12.29,2.5
15:18.4,12.29,2.5
15:18.4,12.3,2.56
15:18.4,12.3,2.56
15:18.4,12.28,2.56
15:18.5,12.3,2.56
15:18.5,12.29,2.69
15:18.5,12.29,2.69
15:18.5,12.28,2.69
15:18.5,12.29,2.69
15:18.6,12.3,2.69
15:18.6,12.29,2.69
15:18.6,12.3,2.69
15:18.6,12.29,2.69
15:18.6,12.3,2.69
15:18.7,12.3,2.56
15:18.7,12.3,2.56
15:18.7,12.3,2.56
15:18.7,12.29,2.56
15:18.7,12.29,2.5
15:18.8,12.27,2.5
15:18.8,12.28,2.5
15:18.8,12.28,2.5
15:18.8,12.29,2.44
15:18.8,12.3,2.44
15:18.9,12.29,2.44
15:18.9,12.28,2.44
15:18.9,12.29,2.5
15:18.9,12.29,2.5
15:18.9,12.29,2.5
15:19.0,12.29,2.5
15:19.0,12.3,2.56
15:19.0,12.3,2.56
15:19.0,12.3,2.44
15:19.0,12.29,2.44
15:19.1,12.29,2.44
15:19.1,12.3,2.44
15:19.1,12.3,2.44
15:19.1,12.3,2.44
15:19.1,12.29,2.44
15:19.2,12.29,2.44
15:19.2,12.29,2.44
15:19.2,12.29,2.44
15:19.2,12.29,2.44
15:19.2,12.28,2.44
15:19.3,12.27,2.44
15:19.3,12.29,2.69
15:19.3,12.29,2.69
15:19.3,12.29,2.69
15:19.3,12.3,2.69
15:19.4,12.29,2.63
15:19.4,12.29,2.63
15:19.4,12.3,2.63
15:19.4,12.3,2.63
15:19.4,12.3,2.5
15:19.5,12.3,2.5
15:19.5,12.3,2.5
15:19.5,12.3,2.5
15:19.5,12.3,2.5
15:19.5,12.29,2.5
15:19.6,12.29,2.5
15:19.6,12.28,2.5
15:19.6,12.28,2.63
15:19.6,12.28,2.63
15:19.6,12.27,2.63
15:19.7,12.3,2.63
15:19.7,12.28,2.63
15:19.7,12.3,2.63
15:19.7,12.29,2.63
15:19.7,12.3,2.63
15:19.8,12.29,2.63
15:19.8,12.29,2.69
15:19.8,12.3,2.69
15:19.8,12.3,2.69
15:19.8,12.3,2.69
15:19.9,12.29,2.38
15:19.9,12.3,2.38
15:19.9,12.3,2.38
15:19.9,12.31,2.38
15:19.9,12.29,2.38
15:20.0,12.29,2.38
15:20.0,12.29,2.38
15:20.0,12.3,2.38
15:20.0,12.29,2.44
15:20.0,12.3,2.44
15:20.1,12.29,2.56
15:20.1,12.29,2.56
15:20.1,12.3,2.56
15:20.1,12.29,2.56
15:20.1,12.3,2.44
15:20.2,12.31,2.44
15:20.2,12.3,2.44
15:20.2,12.3,2.44
15:20.2,12.3,2.44
15:20.2,12.3,2.38
15:20.3,12.29,2.38
15:20.3,12.31,2.38
15:20.3,12.29,2.38
15:20.3,12.3,2.5
15:20.3,12.3,2.5
15:20.4,12.29,2.5
15:20.4,12.3,2.5
15:20.4,12.29,2.56
15:20.4,12.29,2.56
15:20.4,12.28,2.56
15:20.5,12.29,2.56
15:20.5,12.29,2.56
15:20.5,12.29,2.56
15:20.5,12.28,2.56
15:20.5,12.3,2.56
15:20.6,12.3,2.56
15:20.6,12.3,2.56
15:20.6,12.3,2.56
15:20.6,12.3,2.56
15:20.6,12.3,2.5
15:20.7,12.29,2.5
15:20.7,12.3,2.5
15:20.7,12.31,2.5
15:20.7,12.3,2.5
15:20.7,12.29,2.5
15:20.8,12.3,2.5
15:20.8,12.29,2.5
15:20.8,12.3,2.5
15:20.8,12.3,2.56
15:20.8,12.29,2.56
15:20.9,12.29,2.56
15:20.9,12.29,2.56
15:20.9,12.29,2.5
15:20.9,12.29,2.5
15:20.9,12.3,2.5
15:21.0,12.3,2.5
15:21.0,12.31,2.5
15:21.0,12.3,2.5
15:21.0,12.3,2.44
15:21.0,12.3,2.44
15:21.1,12.3,2.44
15:21.1,12.31,2.44
15:21.1,12.3,2.44
15:21.1,12.3,2.44
15:21.1,12.29,2.44
15:21.2,12.29,2.44
15:21.2,12.27,2.44
15:21.2,12.29,2.5
15:21.2,12.29,2.5
15:21.2,12.29,2.5
15:21.3,12.3,2.5
15:21.3,12.3,2.5
15:21.3,12.29,2.5
15:21.3,12.3,2.5
15:21.3,12.29,2.5
15:21.4,12.3,2.63
15:21.4,12.31,2.63
15:21.4,12.3,2.63
15:21.4,12.31,2.63
15:21.4,12.3,2.56
15:21.5,12.3,2.56
15:21.5,12.3,2.56
15:21.5,12.31,2.56
15:21.5,12.3,2.56
15:21.5,12.29,2.5
15:21.6,12.29,2.5
15:21.6,12.3,2.5
15:21.6,12.29,2.5
15:21.6,12.29,2.56
15:21.6,12.3,2.56
15:21.7,12.28,2.56
15:21.7,12.29,2.56
15:21.7,12.3,2.63
15:21.7,12.29,2.63
15:21.7,12.32,2.63
15:21.8,12.3,2.63
15:21.8,12.3,2.63
15:21.8,12.32,2.63
15:21.8,12.3,2.44
15:21.8,12.3,2.44
15:21.9,12.31,2.44
15:21.9,12.29,2.44
15:21.9,12.3,2.5
15:21.9,12.29,2.5
15:21.9,12.3,2.5
15:22.0,12.29,2.5
15:22.0,12.29,2.5
15:22.0,12.3,2.5
15:22.0,12.3,2.5
15:22.0,12.3,2.5
15:22.1,12.29,2.5
15:22.1,12.3,2.5
15:22.1,12.29,2.5
15:22.1,12.3,2.5
15:22.1,12.3,2.5
